Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
02:40:04 Mar 07 2025,96,55,0,0,0
02:40:08 Mar 07 2025,97,55,0,0,0
02:40:12 Mar 07 2025,97,56,0,0,0
02:40:16 Mar 07 2025,97,55,0,0,0
02:40:20 Mar 07 2025,96,56,0,0,0
02:40:24 Mar 07 2025,96,57,0,0,0
02:40:28 Mar 07 2025,96,58,0,0,0
02:40:32 Mar 07 2025,96,58,16,0,0
02:40:36 Mar 07 2025,96,58,15,0,0
02:40:40 Mar 07 2025,96,58,3,0,0
02:40:44 Mar 07 2025,96,58,19,0,0
02:40:48 Mar 07 2025,97,60,0,0,0
02:40:52 Mar 07 2025,98,58,0,0,0
02:40:56 Mar 07 2025,98,56,0,0,0
02:41:00 Mar 07 2025,98,58,0,0,0
02:41:04 Mar 07 2025,97,56,0,0,0
02:41:08 Mar 07 2025,97,56,0,0,0
02:41:12 Mar 07 2025,97,57,0,0,0
02:41:16 Mar 07 2025,97,59,0,0,0
02:41:20 Mar 07 2025,97,59,0,0,0
02:41:24 Mar 07 2025,96,58,0,0,0
02:41:28 Mar 07 2025,97,60,0,0,0
02:41:32 Mar 07 2025,97,61,0,0,0
02:41:36 Mar 07 2025,97,63,0,0,0
02:41:40 Mar 07 2025,97,62,0,0,0
02:41:44 Mar 07 2025,97,59,0,0,0
02:41:48 Mar 07 2025,97,58,0,0,0
02:41:52 Mar 07 2025,97,57,0,0,0
02:41:56 Mar 07 2025,97,57,0,0,0
02:42:00 Mar 07 2025,96,58,0,0,0
02:42:04 Mar 07 2025,96,59,0,0,0
02:42:08 Mar 07 2025,96,58,0,0,0
02:42:12 Mar 07 2025,96,60,0,0,0
02:42:16 Mar 07 2025,96,62,0,0,0
02:42:20 Mar 07 2025,96,63,0,0,0
02:42:24 Mar 07 2025,96,63,0,0,0
02:42:28 Mar 07 2025,96,62,0,0,0
02:42:32 Mar 07 2025,96,61,0,0,0
02:42:36 Mar 07 2025,96,61,0,0,0
02:42:40 Mar 07 2025,96,61,0,0,0
02:42:44 Mar 07 2025,97,59,0,0,0
02:42:48 Mar 07 2025,97,57,0,0,0
02:42:52 Mar 07 2025,97,59,0,0,0
02:42:56 Mar 07 2025,97,59,0,0,0
02:43:00 Mar 07 2025,97,58,0,0,0
02:43:04 Mar 07 2025,97,58,0,0,0
02:43:08 Mar 07 2025,97,56,0,0,0
02:43:12 Mar 07 2025,97,56,0,0,0
02:43:16 Mar 07 2025,97,58,0,0,0
02:43:20 Mar 07 2025,97,59,0,0,0
02:43:24 Mar 07 2025,96,60,0,0,0
02:43:28 Mar 07 2025,96,59,0,0,0
02:43:32 Mar 07 2025,96,61,0,0,0
02:43:36 Mar 07 2025,96,62,0,0,0
02:43:40 Mar 07 2025,96,61,0,0,0
02:43:44 Mar 07 2025,96,59,0,0,0
02:43:48 Mar 07 2025,96,58,0,0,0
02:43:52 Mar 07 2025,96,58,0,0,0
02:43:56 Mar 07 2025,96,60,0,0,0
02:44:00 Mar 07 2025,96,61,0,0,0
02:44:04 Mar 07 2025,96,63,0,0,0
02:44:08 Mar 07 2025,96,64,0,0,0
02:44:12 Mar 07 2025,96,63,0,0,0
02:44:16 Mar 07 2025,96,61,0,0,0
02:44:20 Mar 07 2025,96,61,0,0,0
02:44:24 Mar 07 2025,96,61,0,0,0
02:44:28 Mar 07 2025,96,61,0,0,0
02:44:32 Mar 07 2025,96,60,0,0,0
02:44:36 Mar 07 2025,96,62,0,0,0
02:44:40 Mar 07 2025,96,63,0,0,0
02:44:44 Mar 07 2025,96,63,0,0,0
02:44:48 Mar 07 2025,96,62,0,0,0
02:44:52 Mar 07 2025,96,62,0,0,0
02:44:56 Mar 07 2025,96,61,0,0,0
02:45:00 Mar 07 2025,96,60,0,0,0
02:45:04 Mar 07 2025,96,62,0,0,0
02:45:08 Mar 07 2025,96,60,0,0,0
02:45:12 Mar 07 2025,97,57,0,0,0
02:45:16 Mar 07 2025,97,53,0,0,0
02:45:20 Mar 07 2025,97,55,0,0,0
02:45:24 Mar 07 2025,97,56,0,0,0
02:45:28 Mar 07 2025,97,56,0,0,0
02:45:32 Mar 07 2025,97,57,0,0,0
02:45:36 Mar 07 2025,96,57,0,0,0
02:45:40 Mar 07 2025,96,59,0,0,0
02:45:44 Mar 07 2025,97,58,0,0,0
02:45:48 Mar 07 2025,98,55,0,0,0
02:45:52 Mar 07 2025,98,53,0,0,0
02:45:56 Mar 07 2025,97,56,0,0,0
02:46:00 Mar 07 2025,97,57,0,0,0
02:46:04 Mar 07 2025,97,56,0,0,0
02:46:08 Mar 07 2025,96,57,0,0,0
02:46:12 Mar 07 2025,96,58,0,0,0
02:46:16 Mar 07 2025,96,58,0,0,0
02:46:20 Mar 07 2025,96,59,0,0,0
02:46:24 Mar 07 2025,96,62,0,0,0
02:46:28 Mar 07 2025,97,57,0,0,0
02:46:32 Mar 07 2025,98,54,0,0,0
02:46:36 Mar 07 2025,98,54,0,0,0
02:46:40 Mar 07 2025,97,56,0,0,0
02:46:44 Mar 07 2025,97,57,0,0,0
02:46:48 Mar 07 2025,97,56,0,0,0
02:46:52 Mar 07 2025,97,58,0,0,0
02:46:56 Mar 07 2025,97,57,0,0,0
02:47:00 Mar 07 2025,98,55,0,0,0
02:47:04 Mar 07 2025,98,54,0,0,0
02:47:08 Mar 07 2025,97,57,0,0,0
02:47:12 Mar 07 2025,97,58,0,0,0
02:47:16 Mar 07 2025,97,58,0,0,0
02:47:20 Mar 07 2025,96,58,0,0,0
02:47:24 Mar 07 2025,96,59,0,0,0
02:47:28 Mar 07 2025,96,60,0,0,0
02:47:32 Mar 07 2025,96,60,0,0,0
02:47:36 Mar 07 2025,96,61,0,0,0
02:47:40 Mar 07 2025,96,61,0,0,0
02:47:44 Mar 07 2025,96,61,0,0,0
02:47:48 Mar 07 2025,96,60,0,0,0
02:47:52 Mar 07 2025,97,58,0,0,0
02:47:56 Mar 07 2025,97,56,0,0,0
02:48:00 Mar 07 2025,97,58,0,0,0
02:48:04 Mar 07 2025,97,56,0,0,0
02:48:08 Mar 07 2025,97,57,0,0,0
02:48:12 Mar 07 2025,97,60,0,0,0
02:48:16 Mar 07 2025,97,59,0,0,0
02:48:20 Mar 07 2025,98,55,0,0,0
02:48:24 Mar 07 2025,97,54,0,0,0
02:48:28 Mar 07 2025,97,55,0,0,0
02:48:32 Mar 07 2025,97,57,0,0,0
02:48:36 Mar 07 2025,97,58,0,0,0
02:48:40 Mar 07 2025,96,59,0,0,0
02:48:44 Mar 07 2025,96,59,0,0,0
02:48:48 Mar 07 2025,96,58,0,0,0
02:48:52 Mar 07 2025,96,58,0,0,0
02:48:56 Mar 07 2025,97,56,0,0,0
02:49:00 Mar 07 2025,97,54,0,0,0
02:49:04 Mar 07 2025,97,56,0,0,0
02:49:08 Mar 07 2025,97,57,0,0,0
02:49:12 Mar 07 2025,97,57,0,0,0
02:49:16 Mar 07 2025,96,57,0,0,0
02:49:20 Mar 07 2025,96,57,0,0,0
02:49:24 Mar 07 2025,96,58,0,0,0
02:49:28 Mar 07 2025,96,58,0,0,0
02:49:32 Mar 07 2025,96,58,0,0,0
02:49:36 Mar 07 2025,96,58,0,0,0
02:49:40 Mar 07 2025,96,59,0,0,0
02:49:44 Mar 07 2025,96,60,0,0,0
02:49:48 Mar 07 2025,96,58,0,0,0
02:49:52 Mar 07 2025,96,58,0,0,0
02:49:56 Mar 07 2025,96,59,0,0,0
02:50:00 Mar 07 2025,96,59,0,0,0
02:50:04 Mar 07 2025,96,60,0,0,0
02:50:08 Mar 07 2025,96,62,0,0,0
02:50:12 Mar 07 2025,97,59,0,0,0
02:50:16 Mar 07 2025,98,58,0,0,0
02:50:20 Mar 07 2025,98,58,0,0,0
02:50:24 Mar 07 2025,97,56,0,0,0
02:50:28 Mar 07 2025,97,57,0,0,0
02:50:32 Mar 07 2025,98,57,0,0,0
02:50:36 Mar 07 2025,98,55,0,0,0
02:50:40 Mar 07 2025,98,55,0,0,0
02:50:44 Mar 07 2025,97,57,0,0,0
02:50:48 Mar 07 2025,97,57,0,0,0
02:50:52 Mar 07 2025,97,57,0,0,0
02:50:56 Mar 07 2025,97,60,0,0,0
02:51:00 Mar 07 2025,97,62,0,0,0
02:51:04 Mar 07 2025,98,58,0,0,0
02:51:08 Mar 07 2025,98,53,0,0,0
02:51:12 Mar 07 2025,98,53,0,0,0
02:51:16 Mar 07 2025,98,54,0,0,0
02:51:20 Mar 07 2025,98,55,0,0,0
02:51:24 Mar 07 2025,97,55,0,0,0
02:51:28 Mar 07 2025,96,56,0,0,0
02:51:32 Mar 07 2025,96,57,0,0,0
02:51:36 Mar 07 2025,96,58,0,0,0
02:51:40 Mar 07 2025,96,58,0,0,0
02:51:44 Mar 07 2025,96,59,0,0,0
02:51:48 Mar 07 2025,96,58,0,0,0
02:51:52 Mar 07 2025,96,57,0,0,0
02:51:56 Mar 07 2025,96,56,0,0,0
02:52:00 Mar 07 2025,96,57,0,0,0
02:52:04 Mar 07 2025,96,57,0,0,0
02:52:08 Mar 07 2025,96,58,0,0,0
02:52:12 Mar 07 2025,96,58,0,0,0
02:52:16 Mar 07 2025,96,59,0,0,0
02:52:20 Mar 07 2025,96,59,0,0,0
02:52:24 Mar 07 2025,96,58,0,0,0
02:52:28 Mar 07 2025,96,59,0,0,0
02:52:32 Mar 07 2025,96,60,0,0,0
02:52:36 Mar 07 2025,96,60,0,0,0
02:52:40 Mar 07 2025,97,57,0,0,0
02:52:44 Mar 07 2025,97,54,0,0,0
02:52:48 Mar 07 2025,97,54,0,0,0
02:52:52 Mar 07 2025,97,55,0,0,0
02:52:56 Mar 07 2025,96,55,0,0,0
02:53:00 Mar 07 2025,96,60,0,0,0
02:53:04 Mar 07 2025,97,59,0,0,0
02:53:08 Mar 07 2025,98,54,0,0,0
02:53:12 Mar 07 2025,98,54,0,0,0
02:53:16 Mar 07 2025,97,55,0,0,0
02:53:20 Mar 07 2025,97,56,0,0,0
02:53:24 Mar 07 2025,97,56,5,0,0
02:53:28 Mar 07 2025,97,57,0,0,0
02:53:32 Mar 07 2025,97,55,0,0,0
02:53:36 Mar 07 2025,98,51,0,0,0
02:53:40 Mar 07 2025,98,52,0,0,0
02:53:44 Mar 07 2025,97,54,0,0,0
02:53:48 Mar 07 2025,97,56,0,0,0
02:53:52 Mar 07 2025,97,57,0,0,0
02:53:56 Mar 07 2025,97,57,0,0,0
02:54:00 Mar 07 2025,96,56,0,0,0
02:54:04 Mar 07 2025,96,56,0,0,0
02:54:08 Mar 07 2025,96,56,0,0,0
02:54:12 Mar 07 2025,96,57,0,0,0
02:54:16 Mar 07 2025,97,60,0,0,0
02:54:20 Mar 07 2025,97,58,0,0,0
02:54:24 Mar 07 2025,97,54,0,0,0
02:54:28 Mar 07 2025,98,51,0,0,0
02:54:32 Mar 07 2025,97,53,0,0,0
02:54:36 Mar 07 2025,97,55,0,0,0
02:54:40 Mar 07 2025,97,57,0,0,0
02:54:44 Mar 07 2025,97,58,0,0,0
02:54:48 Mar 07 2025,97,57,0,0,0
02:54:52 Mar 07 2025,97,56,0,0,0
02:54:56 Mar 07 2025,96,56,0,0,0
02:55:00 Mar 07 2025,96,60,0,0,0
02:55:04 Mar 07 2025,96,61,0,0,0
02:55:08 Mar 07 2025,97,57,0,0,0
02:55:12 Mar 07 2025,97,54,0,0,0
02:55:16 Mar 07 2025,97,54,0,0,0
02:55:20 Mar 07 2025,97,55,0,0,0
02:55:24 Mar 07 2025,97,56,0,0,0
02:55:28 Mar 07 2025,97,57,0,0,0
02:55:32 Mar 07 2025,97,58,0,0,0
02:55:36 Mar 07 2025,97,58,0,0,0
02:55:40 Mar 07 2025,97,59,0,0,0
02:55:44 Mar 07 2025,97,57,0,0,0
02:55:48 Mar 07 2025,97,55,0,0,0
02:55:52 Mar 07 2025,97,55,0,0,0
02:55:56 Mar 07 2025,97,55,0,0,0
02:56:00 Mar 07 2025,97,56,0,0,0
02:56:04 Mar 07 2025,97,57,0,0,0
02:56:08 Mar 07 2025,96,56,0,0,0
02:56:12 Mar 07 2025,96,55,0,0,0
02:56:16 Mar 07 2025,96,56,0,0,0
02:56:20 Mar 07 2025,96,56,0,0,0
02:56:24 Mar 07 2025,96,57,0,0,0
02:56:28 Mar 07 2025,96,58,0,0,0
02:56:32 Mar 07 2025,96,59,0,0,0
02:56:36 Mar 07 2025,96,59,0,0,0
02:56:40 Mar 07 2025,97,57,0,0,0
02:56:44 Mar 07 2025,97,55,0,0,0
02:56:48 Mar 07 2025,97,54,0,0,0
02:56:52 Mar 07 2025,97,56,0,0,0
02:56:56 Mar 07 2025,97,57,0,0,0
02:57:00 Mar 07 2025,97,55,0,0,0
02:57:04 Mar 07 2025,97,54,0,0,0
02:57:08 Mar 07 2025,97,55,0,0,0
02:57:12 Mar 07 2025,97,56,0,0,0
02:57:16 Mar 07 2025,97,58,0,0,0
02:57:20 Mar 07 2025,96,59,0,0,0
02:57:24 Mar 07 2025,96,58,0,0,0
02:57:28 Mar 07 2025,96,58,0,0,0
02:57:32 Mar 07 2025,96,60,0,0,0
02:57:36 Mar 07 2025,97,57,0,0,0
02:57:40 Mar 07 2025,98,51,0,0,0
02:57:44 Mar 07 2025,97,51,0,0,0
02:57:48 Mar 07 2025,97,54,0,0,0
02:57:52 Mar 07 2025,97,56,0,0,0
02:57:56 Mar 07 2025,97,56,0,0,0
02:58:00 Mar 07 2025,96,58,0,0,0
02:58:04 Mar 07 2025,97,60,0,0,0
02:58:08 Mar 07 2025,97,58,0,0,0
02:58:12 Mar 07 2025,97,55,0,0,0
02:58:16 Mar 07 2025,97,55,5,0,0
02:58:20 Mar 07 2025,97,55,11,0,0
02:58:24 Mar 07 2025,97,55,25,0,0
02:58:28 Mar 07 2025,97,55,3,0,0
02:58:32 Mar 07 2025,97,66,1,0,0
02:58:36 Mar 07 2025,96,81,1,0,0
02:58:40 Mar 07 2025,95,81,1,0,0
02:58:44 Mar 07 2025,96,66,1,0,0
02:58:48 Mar 07 2025,95,59,1,0,0
02:58:52 Mar 07 2025,93,58,1,0,0
02:58:56 Mar 07 2025,91,59,1,0,0
02:59:00 Mar 07 2025,91,58,1,0,0
02:59:04 Mar 07 2025,90,60,1,0,0
02:59:08 Mar 07 2025,90,61,1,0,0
02:59:12 Mar 07 2025,89,61,1,0,0
02:59:16 Mar 07 2025,89,61,1,0,0
02:59:20 Mar 07 2025,89,61,1,0,0
02:59:24 Mar 07 2025,89,63,1,0,0
02:59:28 Mar 07 2025,90,62,1,0,0
02:59:32 Mar 07 2025,92,60,1,0,0
02:59:36 Mar 07 2025,92,57,1,0,0
02:59:40 Mar 07 2025,92,57,1,0,0
02:59:44 Mar 07 2025,91,59,1,0,0
02:59:48 Mar 07 2025,90,60,1,0,0
02:59:52 Mar 07 2025,90,63,1,0,0
02:59:56 Mar 07 2025,91,60,0,0,0
03:00:00 Mar 07 2025,91,56,1,0,0
03:00:04 Mar 07 2025,90,58,1,0,0
03:00:08 Mar 07 2025,90,59,1,0,0
03:00:12 Mar 07 2025,90,59,1,0,0
03:00:16 Mar 07 2025,91,60,1,0,0
03:00:20 Mar 07 2025,91,62,1,0,0
03:00:24 Mar 07 2025,92,66,1,0,0
03:00:28 Mar 07 2025,92,67,2,0,0
03:00:32 Mar 07 2025,93,66,1,0,0
03:00:36 Mar 07 2025,93,68,1,0,0
03:00:40 Mar 07 2025,93,69,1,0,0
03:00:44 Mar 07 2025,93,66,1,0,0
03:00:48 Mar 07 2025,92,61,1,0,0
03:00:52 Mar 07 2025,92,59,1,0,0
03:00:56 Mar 07 2025,92,59,1,0,0
03:01:00 Mar 07 2025,91,60,2,0,0
03:01:04 Mar 07 2025,90,63,1,0,0
03:01:08 Mar 07 2025,90,63,1,0,0
03:01:12 Mar 07 2025,90,59,2,0,0
03:01:16 Mar 07 2025,92,55,1,0,0
03:01:20 Mar 07 2025,92,56,1,0,0
03:01:24 Mar 07 2025,91,57,1,0,0
03:01:28 Mar 07 2025,92,59,1,0,0
03:01:32 Mar 07 2025,92,59,1,0,0
03:01:36 Mar 07 2025,91,60,1,0,0
03:01:40 Mar 07 2025,91,63,1,0,0
03:01:44 Mar 07 2025,92,63,1,0,0
03:01:48 Mar 07 2025,93,58,1,0,0
03:01:52 Mar 07 2025,93,58,1,0,0
03:01:56 Mar 07 2025,92,57,1,0,0
03:02:00 Mar 07 2025,91,57,1,0,0
03:02:04 Mar 07 2025,91,59,1,0,0
03:02:08 Mar 07 2025,91,61,1,0,0
03:02:12 Mar 07 2025,91,61,1,0,0
03:02:16 Mar 07 2025,91,61,1,0,0
03:02:20 Mar 07 2025,90,61,1,0,0
03:02:24 Mar 07 2025,90,59,1,0,0
03:02:28 Mar 07 2025,91,58,1,0,0
03:02:32 Mar 07 2025,91,60,1,0,0
03:02:36 Mar 07 2025,91,62,1,0,0
03:02:40 Mar 07 2025,91,63,1,0,0
03:02:44 Mar 07 2025,92,58,1,0,0
03:02:48 Mar 07 2025,92,54,1,0,0
03:02:52 Mar 07 2025,91,57,1,0,0
03:02:56 Mar 07 2025,91,60,1,0,0
03:03:00 Mar 07 2025,91,61,1,0,0
03:03:04 Mar 07 2025,90,61,1,0,0
03:03:08 Mar 07 2025,90,61,1,0,0
03:03:12 Mar 07 2025,91,61,1,0,0
03:03:16 Mar 07 2025,90,63,1,0,0
03:03:20 Mar 07 2025,90,63,1,0,0
03:03:24 Mar 07 2025,90,61,1,0,0
03:03:28 Mar 07 2025,91,59,1,0,0
03:03:32 Mar 07 2025,91,60,1,0,0
03:03:36 Mar 07 2025,90,63,1,0,0
03:03:40 Mar 07 2025,90,63,1,0,0
03:03:44 Mar 07 2025,90,61,1,0,0
03:03:48 Mar 07 2025,91,59,1,0,0
03:03:52 Mar 07 2025,90,59,1,0,0
03:03:56 Mar 07 2025,91,60,1,0,0
03:04:00 Mar 07 2025,90,61,1,0,0
03:04:04 Mar 07 2025,91,65,1,0,0
03:04:08 Mar 07 2025,92,60,1,0,0
03:04:12 Mar 07 2025,93,55,1,0,0
03:04:16 Mar 07 2025,92,56,1,0,0
03:04:20 Mar 07 2025,91,58,1,0,0
03:04:24 Mar 07 2025,91,60,1,0,0
03:04:28 Mar 07 2025,91,60,1,0,0
03:04:32 Mar 07 2025,91,59,1,0,0
03:04:36 Mar 07 2025,90,60,1,0,0
03:04:40 Mar 07 2025,90,61,1,0,0
03:04:44 Mar 07 2025,90,61,1,0,0
03:04:48 Mar 07 2025,90,61,1,0,0
03:04:52 Mar 07 2025,90,61,1,0,0
03:04:56 Mar 07 2025,91,61,1,0,0
03:05:00 Mar 07 2025,90,61,1,0,0
03:05:04 Mar 07 2025,91,61,1,0,0
03:05:08 Mar 07 2025,90,61,1,0,0
03:05:12 Mar 07 2025,90,61,1,0,0
03:05:16 Mar 07 2025,90,61,1,0,0
03:05:20 Mar 07 2025,90,60,1,0,0
03:05:24 Mar 07 2025,91,60,1,0,0
03:05:28 Mar 07 2025,91,62,4,0,0
03:05:32 Mar 07 2025,91,62,32,0,0
03:05:36 Mar 07 2025,91,61,41,0,0
03:05:40 Mar 07 2025,91,61,7,0,0
03:05:44 Mar 07 2025,90,63,3,0,0
03:05:48 Mar 07 2025,90,63,4,0,0
03:05:52 Mar 07 2025,90,63,3,0,0
03:05:56 Mar 07 2025,90,63,1,0,0
03:06:00 Mar 07 2025,90,63,1,0,0
03:06:04 Mar 07 2025,90,63,0,0,0
03:06:08 Mar 07 2025,90,63,1,0,0
03:06:12 Mar 07 2025,90,63,1,0,0
03:06:16 Mar 07 2025,90,63,11,0,0
03:06:20 Mar 07 2025,90,63,2,0,0
03:06:24 Mar 07 2025,90,64,0,0,0
03:06:28 Mar 07 2025,93,61,0,0,0
03:06:32 Mar 07 2025,96,57,0,0,0
03:06:36 Mar 07 2025,96,57,0,0,0
03:06:40 Mar 07 2025,95,59,0,0,0
03:06:44 Mar 07 2025,95,60,0,0,0
03:06:48 Mar 07 2025,94,61,0,0,0
03:06:52 Mar 07 2025,94,59,0,0,0
03:06:56 Mar 07 2025,94,59,1,0,0
03:07:00 Mar 07 2025,94,58,0,0,0
03:07:04 Mar 07 2025,95,57,1,0,0
03:07:08 Mar 07 2025,94,57,0,0,0
03:07:12 Mar 07 2025,94,59,0,0,0
03:07:16 Mar 07 2025,94,60,0,0,0
03:07:20 Mar 07 2025,94,59,0,0,0
03:07:24 Mar 07 2025,94,59,0,0,0
03:07:28 Mar 07 2025,94,60,0,0,0
03:07:32 Mar 07 2025,94,61,0,0,0
03:07:36 Mar 07 2025,94,60,0,0,0
03:07:40 Mar 07 2025,94,59,0,0,0
03:07:44 Mar 07 2025,94,59,0,0,0
03:07:48 Mar 07 2025,94,58,0,0,0
03:07:52 Mar 07 2025,94,58,1,0,0
03:07:56 Mar 07 2025,94,60,0,0,0
03:08:00 Mar 07 2025,94,59,1,0,0
03:08:04 Mar 07 2025,95,58,0,0,0
03:08:08 Mar 07 2025,94,59,0,0,0
03:08:12 Mar 07 2025,94,60,1,0,0
03:08:16 Mar 07 2025,94,60,0,0,0
03:08:20 Mar 07 2025,94,60,0,0,0
03:08:24 Mar 07 2025,94,60,0,0,0
03:08:28 Mar 07 2025,94,61,0,0,0
03:08:32 Mar 07 2025,94,62,0,0,0
03:08:36 Mar 07 2025,94,61,0,0,0
03:08:40 Mar 07 2025,94,59,0,0,0
03:08:44 Mar 07 2025,94,59,0,0,0
03:08:48 Mar 07 2025,94,59,0,0,0
03:08:52 Mar 07 2025,94,61,0,0,0
03:08:56 Mar 07 2025,94,61,0,0,0
03:09:00 Mar 07 2025,94,61,0,0,0
03:09:04 Mar 07 2025,95,57,0,0,0
03:09:08 Mar 07 2025,95,59,0,0,0
03:09:12 Mar 07 2025,94,60,0,0,0
03:09:16 Mar 07 2025,93,60,0,0,0
03:09:20 Mar 07 2025,93,58,1,0,0
03:09:24 Mar 07 2025,92,59,0,0,0
03:09:28 Mar 07 2025,92,60,0,0,0
03:09:32 Mar 07 2025,92,60,0,0,0
03:09:36 Mar 07 2025,92,59,0,0,0
03:09:40 Mar 07 2025,93,60,0,0,0
03:09:44 Mar 07 2025,93,60,0,0,0
03:09:48 Mar 07 2025,93,59,0,0,0
03:09:52 Mar 07 2025,93,60,0,0,0
03:09:56 Mar 07 2025,93,60,0,0,0
03:10:00 Mar 07 2025,92,60,0,0,0
03:10:04 Mar 07 2025,93,59,0,0,0
03:10:08 Mar 07 2025,93,59,0,0,0
03:10:12 Mar 07 2025,92,59,0,0,0
03:10:16 Mar 07 2025,93,59,0,0,0
03:10:20 Mar 07 2025,93,60,0,0,0
03:10:24 Mar 07 2025,93,61,0,0,0
03:10:28 Mar 07 2025,93,61,0,0,0
03:10:32 Mar 07 2025,93,61,0,0,0
03:10:36 Mar 07 2025,93,61,0,0,0
03:10:40 Mar 07 2025,93,62,0,0,0
03:10:44 Mar 07 2025,94,60,0,0,0
03:10:48 Mar 07 2025,94,59,0,0,0
03:10:52 Mar 07 2025,94,61,0,0,0
03:10:56 Mar 07 2025,93,61,0,0,0
03:11:00 Mar 07 2025,93,61,0,0,0
03:11:04 Mar 07 2025,93,60,0,0,0
03:11:08 Mar 07 2025,93,61,0,0,0
03:11:12 Mar 07 2025,93,61,0,0,0
03:11:16 Mar 07 2025,92,60,0,0,0
03:11:20 Mar 07 2025,93,60,1,0,0
03:11:24 Mar 07 2025,92,60,0,0,0
03:11:28 Mar 07 2025,92,62,1,0,0
03:11:32 Mar 07 2025,93,62,1,0,0
03:11:36 Mar 07 2025,93,62,0,0,0
03:11:40 Mar 07 2025,93,62,0,0,0
03:11:44 Mar 07 2025,92,61,0,0,0
03:11:48 Mar 07 2025,92,62,0,0,0
03:11:52 Mar 07 2025,92,62,0,0,0
03:11:56 Mar 07 2025,93,61,0,0,0
03:12:00 Mar 07 2025,93,61,0,0,0
03:12:04 Mar 07 2025,93,61,0,0,0
03:12:08 Mar 07 2025,93,61,0,0,0
03:12:12 Mar 07 2025,92,61,0,0,0
03:12:16 Mar 07 2025,93,60,0,0,0
03:12:20 Mar 07 2025,94,60,1,0,0
03:12:24 Mar 07 2025,94,61,0,0,0
03:12:28 Mar 07 2025,93,61,0,0,0
03:12:32 Mar 07 2025,93,61,0,0,0
03:12:36 Mar 07 2025,92,61,0,0,0
03:12:40 Mar 07 2025,92,60,0,0,0
03:12:44 Mar 07 2025,92,60,0,0,0
03:12:48 Mar 07 2025,93,59,0,0,0
03:12:52 Mar 07 2025,92,59,0,0,0
03:12:56 Mar 07 2025,92,61,0,0,0
03:13:00 Mar 07 2025,93,62,0,0,0
03:13:04 Mar 07 2025,93,62,0,0,0
03:13:08 Mar 07 2025,93,61,0,0,0
03:13:12 Mar 07 2025,93,62,0,0,0
03:13:16 Mar 07 2025,93,61,0,0,0
03:13:20 Mar 07 2025,93,60,0,0,0
03:13:24 Mar 07 2025,93,60,0,0,0
03:13:28 Mar 07 2025,93,61,0,0,0
03:13:32 Mar 07 2025,93,63,0,0,0
03:13:36 Mar 07 2025,93,63,0,0,0
03:13:40 Mar 07 2025,93,61,0,0,0
03:13:44 Mar 07 2025,92,61,0,0,0
03:13:48 Mar 07 2025,93,61,0,0,0
03:13:52 Mar 07 2025,93,61,0,0,0
03:13:56 Mar 07 2025,94,60,1,0,0
03:14:00 Mar 07 2025,94,60,0,0,0
03:14:04 Mar 07 2025,93,60,0,0,0
03:14:08 Mar 07 2025,93,61,0,0,0
03:14:12 Mar 07 2025,92,61,0,0,0
03:14:16 Mar 07 2025,92,62,1,0,0
03:14:20 Mar 07 2025,92,61,0,0,0
03:14:24 Mar 07 2025,93,61,0,0,0
03:14:28 Mar 07 2025,93,61,0,0,0
03:14:32 Mar 07 2025,94,60,0,0,0
03:14:36 Mar 07 2025,93,60,0,0,0
03:14:40 Mar 07 2025,93,61,0,0,0
03:14:44 Mar 07 2025,93,62,0,0,0
03:14:48 Mar 07 2025,93,62,0,0,0
03:14:52 Mar 07 2025,93,63,0,0,0
03:14:56 Mar 07 2025,93,61,1,0,0
03:15:00 Mar 07 2025,93,59,0,0,0
03:15:04 Mar 07 2025,93,60,0,0,0
03:15:08 Mar 07 2025,93,61,0,0,0
03:15:12 Mar 07 2025,93,61,0,0,0
03:15:16 Mar 07 2025,93,60,0,0,0
03:15:20 Mar 07 2025,93,60,0,0,0
03:15:24 Mar 07 2025,93,60,0,0,0
03:15:28 Mar 07 2025,93,60,0,0,0
03:15:32 Mar 07 2025,93,60,0,0,0
03:15:36 Mar 07 2025,93,61,1,0,0
03:15:40 Mar 07 2025,92,62,0,0,0
03:15:44 Mar 07 2025,93,62,0,0,0
03:15:48 Mar 07 2025,93,61,0,0,0
03:15:52 Mar 07 2025,93,59,0,0,0
03:15:56 Mar 07 2025,93,59,0,0,0
03:16:00 Mar 07 2025,93,60,0,0,0
03:16:04 Mar 07 2025,92,61,0,0,0
03:16:08 Mar 07 2025,92,62,0,0,0
03:16:12 Mar 07 2025,92,60,0,0,0
03:16:16 Mar 07 2025,93,61,0,0,0
03:16:20 Mar 07 2025,93,60,0,0,0
03:16:24 Mar 07 2025,94,59,0,0,0
03:16:28 Mar 07 2025,94,59,0,0,0
03:16:32 Mar 07 2025,93,59,0,0,0
03:16:36 Mar 07 2025,93,59,0,0,0
03:16:40 Mar 07 2025,93,59,0,0,0
03:16:44 Mar 07 2025,93,59,0,0,0
03:16:48 Mar 07 2025,92,59,0,0,0
03:16:52 Mar 07 2025,93,59,0,0,0
03:16:56 Mar 07 2025,93,60,0,0,0
03:17:00 Mar 07 2025,93,61,0,0,0
03:17:04 Mar 07 2025,93,62,0,0,0
03:17:08 Mar 07 2025,94,62,0,0,0
03:17:12 Mar 07 2025,94,61,0,0,0
