Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
00:18:00 Mar 07 2025,94,61,0,0,0
00:18:04 Mar 07 2025,93,61,0,0,0
00:18:08 Mar 07 2025,93,61,0,0,0
00:18:12 Mar 07 2025,94,61,0,0,0
00:18:16 Mar 07 2025,94,61,0,0,0
00:18:20 Mar 07 2025,95,58,0,0,0
00:18:24 Mar 07 2025,95,55,0,0,0
00:18:28 Mar 07 2025,95,56,0,0,0
00:18:32 Mar 07 2025,94,58,0,0,0
00:18:36 Mar 07 2025,94,60,0,0,0
00:18:40 Mar 07 2025,94,61,0,0,0
00:18:44 Mar 07 2025,95,61,0,0,0
00:18:48 Mar 07 2025,96,61,0,0,0
00:18:52 Mar 07 2025,96,59,0,0,0
00:18:56 Mar 07 2025,95,59,0,0,0
00:19:00 Mar 07 2025,94,58,0,0,0
00:19:04 Mar 07 2025,93,59,0,0,0
00:19:08 Mar 07 2025,93,61,0,0,0
00:19:12 Mar 07 2025,94,60,0,0,0
00:19:16 Mar 07 2025,95,56,0,0,0
00:19:20 Mar 07 2025,95,57,0,0,0
00:19:24 Mar 07 2025,94,58,0,0,0
00:19:28 Mar 07 2025,94,60,0,0,0
00:19:32 Mar 07 2025,94,63,0,0,0
00:19:36 Mar 07 2025,94,65,0,0,0
00:19:40 Mar 07 2025,95,65,0,0,0
00:19:44 Mar 07 2025,95,61,0,0,0
00:19:48 Mar 07 2025,96,57,0,0,0
00:19:52 Mar 07 2025,95,58,0,0,0
00:19:56 Mar 07 2025,94,58,0,0,0
00:20:00 Mar 07 2025,94,58,0,0,0
00:20:04 Mar 07 2025,93,60,0,0,0
00:20:08 Mar 07 2025,94,62,0,0,0
00:20:12 Mar 07 2025,94,63,0,0,0
00:20:16 Mar 07 2025,94,63,0,0,0
00:20:20 Mar 07 2025,94,61,0,0,0
00:20:24 Mar 07 2025,94,61,0,0,0
00:20:28 Mar 07 2025,94,60,0,0,0
00:20:32 Mar 07 2025,94,60,0,0,0
00:20:36 Mar 07 2025,94,63,0,0,0
00:20:40 Mar 07 2025,94,64,0,0,0
00:20:44 Mar 07 2025,94,63,0,0,0
00:20:48 Mar 07 2025,94,62,0,0,0
00:20:52 Mar 07 2025,94,62,0,0,0
00:20:56 Mar 07 2025,94,62,0,0,0
00:21:00 Mar 07 2025,94,62,0,0,0
00:21:04 Mar 07 2025,94,63,0,0,0
00:21:08 Mar 07 2025,94,63,0,0,0
00:21:12 Mar 07 2025,94,63,0,0,0
00:21:16 Mar 07 2025,94,63,0,0,0
00:21:20 Mar 07 2025,94,64,0,0,0
00:21:24 Mar 07 2025,95,63,0,0,0
00:21:28 Mar 07 2025,94,62,0,0,0
00:21:32 Mar 07 2025,94,62,0,0,0
00:21:36 Mar 07 2025,94,61,0,0,0
00:21:40 Mar 07 2025,94,60,0,0,0
00:21:44 Mar 07 2025,94,61,0,0,0
00:21:48 Mar 07 2025,95,63,0,0,0
00:21:52 Mar 07 2025,96,63,0,0,0
00:21:56 Mar 07 2025,96,62,0,0,0
00:22:00 Mar 07 2025,96,60,0,0,0
00:22:04 Mar 07 2025,94,62,0,0,0
00:22:08 Mar 07 2025,93,62,0,0,0
00:22:12 Mar 07 2025,94,61,1,0,0
00:22:16 Mar 07 2025,94,60,0,0,0
00:22:20 Mar 07 2025,95,61,0,0,0
00:22:24 Mar 07 2025,95,61,0,0,0
00:22:28 Mar 07 2025,94,61,0,0,0
00:22:32 Mar 07 2025,95,61,0,0,0
00:22:36 Mar 07 2025,96,62,0,0,0
00:22:40 Mar 07 2025,96,62,0,0,0
00:22:44 Mar 07 2025,95,62,0,0,0
00:22:48 Mar 07 2025,94,60,0,0,0
00:22:52 Mar 07 2025,94,61,0,0,0
00:22:56 Mar 07 2025,94,60,0,0,0
00:23:00 Mar 07 2025,94,60,0,0,0
00:23:04 Mar 07 2025,94,60,0,0,0
00:23:08 Mar 07 2025,94,62,0,0,0
00:23:12 Mar 07 2025,94,62,0,0,0
00:23:16 Mar 07 2025,94,63,0,0,0
00:23:20 Mar 07 2025,94,62,1,0,0
00:23:24 Mar 07 2025,94,62,0,0,0
00:23:28 Mar 07 2025,94,63,0,0,0
00:23:32 Mar 07 2025,94,63,0,0,0
00:23:36 Mar 07 2025,94,63,0,0,0
00:23:40 Mar 07 2025,94,63,0,0,0
00:23:44 Mar 07 2025,94,64,1,0,0
00:23:48 Mar 07 2025,94,63,0,0,0
00:23:52 Mar 07 2025,94,64,0,0,0
00:23:56 Mar 07 2025,94,64,0,0,0
00:24:00 Mar 07 2025,94,63,0,0,0
00:24:04 Mar 07 2025,95,62,0,0,0
00:24:08 Mar 07 2025,94,62,0,0,0
00:24:12 Mar 07 2025,94,63,0,0,0
00:24:16 Mar 07 2025,94,63,0,0,0
00:24:20 Mar 07 2025,94,63,0,0,0
00:24:24 Mar 07 2025,94,64,0,0,0
00:24:28 Mar 07 2025,94,63,0,0,0
00:24:32 Mar 07 2025,94,63,0,0,0
00:24:36 Mar 07 2025,94,62,0,0,0
00:24:40 Mar 07 2025,94,62,0,0,0
00:24:44 Mar 07 2025,94,65,0,0,0
00:24:48 Mar 07 2025,94,65,0,0,0
00:24:52 Mar 07 2025,95,63,0,0,0
00:24:56 Mar 07 2025,95,63,0,0,0
00:25:00 Mar 07 2025,95,63,0,0,0
00:25:04 Mar 07 2025,95,64,0,0,0
00:25:08 Mar 07 2025,94,64,0,0,0
00:25:12 Mar 07 2025,94,64,0,0,0
00:25:16 Mar 07 2025,94,63,0,0,0
00:25:20 Mar 07 2025,94,63,0,0,0
00:25:24 Mar 07 2025,94,63,0,0,0
00:25:28 Mar 07 2025,94,63,0,0,0
00:25:32 Mar 07 2025,94,65,0,0,0
00:25:36 Mar 07 2025,95,63,0,0,0
00:25:40 Mar 07 2025,95,63,0,0,0
00:25:44 Mar 07 2025,95,63,0,0,0
00:25:48 Mar 07 2025,94,63,0,0,0
00:25:52 Mar 07 2025,94,64,0,0,0
00:25:56 Mar 07 2025,94,63,0,0,0
00:26:00 Mar 07 2025,95,64,0,0,0
00:26:04 Mar 07 2025,95,64,6,0,0
00:26:08 Mar 07 2025,95,64,4,0,0
00:26:12 Mar 07 2025,95,64,0,0,0
00:26:16 Mar 07 2025,97,64,0,0,0
00:26:20 Mar 07 2025,98,61,0,0,0
00:26:24 Mar 07 2025,97,59,0,0,0
00:26:28 Mar 07 2025,95,60,0,0,0
00:26:32 Mar 07 2025,93,61,0,0,0
00:26:36 Mar 07 2025,92,59,0,0,0
00:26:40 Mar 07 2025,90,60,0,0,0
00:26:44 Mar 07 2025,92,61,0,0,0
00:26:48 Mar 07 2025,91,61,0,0,0
00:26:52 Mar 07 2025,91,61,0,0,0
00:26:56 Mar 07 2025,92,62,0,0,0
00:27:00 Mar 07 2025,92,61,0,0,0
00:27:04 Mar 07 2025,91,60,0,0,0
00:27:08 Mar 07 2025,91,60,0,0,0
00:27:12 Mar 07 2025,89,63,0,0,0
00:27:16 Mar 07 2025,89,65,0,0,0
00:27:20 Mar 07 2025,90,63,0,0,0
00:27:24 Mar 07 2025,90,62,0,0,0
00:27:28 Mar 07 2025,92,59,0,0,0
00:27:32 Mar 07 2025,92,58,0,0,0
00:27:36 Mar 07 2025,93,59,0,0,0
00:27:40 Mar 07 2025,91,60,0,0,0
00:27:44 Mar 07 2025,91,62,0,0,0
00:27:48 Mar 07 2025,90,62,0,0,0
00:27:52 Mar 07 2025,90,62,0,0,0
00:27:56 Mar 07 2025,90,61,0,0,0
00:28:00 Mar 07 2025,90,62,0,0,0
00:28:04 Mar 07 2025,90,62,2,0,0
00:28:08 Mar 07 2025,90,62,0,0,0
00:28:12 Mar 07 2025,91,61,0,0,0
00:28:16 Mar 07 2025,91,61,0,0,0
00:28:20 Mar 07 2025,90,61,0,0,0
00:28:24 Mar 07 2025,90,62,0,0,0
00:28:28 Mar 07 2025,91,61,0,0,0
00:28:32 Mar 07 2025,91,62,0,0,0
00:28:36 Mar 07 2025,91,61,0,0,0
00:28:40 Mar 07 2025,91,62,0,0,0
00:28:44 Mar 07 2025,91,62,0,0,0
00:28:48 Mar 07 2025,91,63,0,0,0
00:28:52 Mar 07 2025,92,62,0,0,0
00:28:56 Mar 07 2025,93,62,0,0,0
00:29:00 Mar 07 2025,92,62,0,0,0
00:29:04 Mar 07 2025,92,60,0,0,0
00:29:08 Mar 07 2025,92,58,0,0,0
00:29:12 Mar 07 2025,92,58,0,0,0
00:29:16 Mar 07 2025,93,56,0,0,0
00:29:20 Mar 07 2025,93,58,0,0,0
00:29:24 Mar 07 2025,93,60,0,0,0
00:29:28 Mar 07 2025,92,62,0,0,0
00:29:32 Mar 07 2025,92,63,0,0,0
00:29:36 Mar 07 2025,92,62,0,0,0
00:29:40 Mar 07 2025,92,61,0,0,0
00:29:44 Mar 07 2025,92,64,0,0,0
00:29:48 Mar 07 2025,94,61,0,0,0
00:29:52 Mar 07 2025,95,60,0,0,0
00:29:56 Mar 07 2025,96,59,0,0,0
00:30:00 Mar 07 2025,96,60,0,0,0
00:30:04 Mar 07 2025,95,63,0,0,0
00:30:08 Mar 07 2025,95,63,0,0,0
00:30:12 Mar 07 2025,93,62,0,0,0
00:30:16 Mar 07 2025,93,61,0,0,0
00:30:20 Mar 07 2025,94,61,0,0,0
00:30:24 Mar 07 2025,94,61,0,0,0
00:30:28 Mar 07 2025,93,59,0,0,0
00:30:32 Mar 07 2025,91,60,0,0,0
00:30:36 Mar 07 2025,92,62,0,0,0
00:30:40 Mar 07 2025,92,61,0,0,0
00:30:44 Mar 07 2025,92,63,0,0,0
00:30:48 Mar 07 2025,92,65,0,0,0
00:30:52 Mar 07 2025,92,65,0,0,0
00:30:56 Mar 07 2025,92,63,0,0,0
00:31:00 Mar 07 2025,92,63,0,0,0
00:31:04 Mar 07 2025,93,63,0,0,0
00:31:08 Mar 07 2025,93,62,0,0,0
00:31:12 Mar 07 2025,93,64,0,0,0
00:31:16 Mar 07 2025,93,64,0,0,0
00:31:20 Mar 07 2025,92,62,0,0,0
00:31:24 Mar 07 2025,92,62,1,0,0
00:31:28 Mar 07 2025,94,60,0,0,0
00:31:32 Mar 07 2025,95,59,0,0,0
00:31:36 Mar 07 2025,96,59,0,0,0
00:31:40 Mar 07 2025,95,59,0,0,0
00:31:44 Mar 07 2025,95,59,0,0,0
00:31:48 Mar 07 2025,94,62,0,0,0
00:31:52 Mar 07 2025,93,64,0,0,0
00:31:56 Mar 07 2025,93,64,0,0,0
00:32:00 Mar 07 2025,93,63,0,0,0
00:32:04 Mar 07 2025,94,63,0,0,0
00:32:08 Mar 07 2025,93,62,0,0,0
00:32:12 Mar 07 2025,93,63,0,0,0
00:32:16 Mar 07 2025,92,62,0,0,0
00:32:20 Mar 07 2025,92,63,0,0,0
00:32:24 Mar 07 2025,93,63,0,0,0
00:32:28 Mar 07 2025,94,64,0,0,0
00:32:32 Mar 07 2025,94,64,0,0,0
00:32:36 Mar 07 2025,95,66,0,0,0
00:32:40 Mar 07 2025,94,66,0,0,0
00:32:44 Mar 07 2025,94,64,0,0,0
00:32:48 Mar 07 2025,93,59,0,0,0
00:32:52 Mar 07 2025,94,56,0,0,0
00:32:56 Mar 07 2025,95,57,0,0,0
00:33:00 Mar 07 2025,95,59,0,0,0
00:33:04 Mar 07 2025,95,62,0,0,0
00:33:08 Mar 07 2025,93,62,0,0,0
00:33:12 Mar 07 2025,93,59,0,0,0
00:33:16 Mar 07 2025,93,61,0,0,0
00:33:20 Mar 07 2025,93,63,0,0,0
00:33:24 Mar 07 2025,92,63,0,0,0
00:33:28 Mar 07 2025,91,63,0,0,0
00:33:32 Mar 07 2025,91,63,0,0,0
00:33:36 Mar 07 2025,91,65,0,0,0
00:33:40 Mar 07 2025,90,66,0,0,0
00:33:44 Mar 07 2025,90,67,0,0,0
00:33:48 Mar 07 2025,90,68,0,0,0
00:33:52 Mar 07 2025,91,67,0,0,0
00:33:56 Mar 07 2025,91,65,0,0,0
00:34:00 Mar 07 2025,91,65,0,0,0
00:34:04 Mar 07 2025,90,67,0,0,0
00:34:08 Mar 07 2025,90,69,0,0,0
00:34:12 Mar 07 2025,92,69,0,0,0
00:34:16 Mar 07 2025,93,68,0,0,0
00:34:20 Mar 07 2025,94,67,0,0,0
00:34:24 Mar 07 2025,94,67,0,0,0
00:34:28 Mar 07 2025,95,68,0,0,0
00:34:32 Mar 07 2025,96,68,0,0,0
00:34:36 Mar 07 2025,96,70,0,0,0
00:34:40 Mar 07 2025,95,72,0,0,0
00:34:44 Mar 07 2025,92,70,0,0,0
00:34:48 Mar 07 2025,92,69,0,0,0
00:34:52 Mar 07 2025,91,69,0,0,0
00:34:56 Mar 07 2025,91,69,0,0,0
00:35:00 Mar 07 2025,91,68,0,0,0
00:35:04 Mar 07 2025,91,67,0,0,0
00:35:08 Mar 07 2025,91,67,0,0,0
00:35:12 Mar 07 2025,91,67,0,0,0
00:35:16 Mar 07 2025,91,68,0,0,0
00:35:20 Mar 07 2025,91,68,0,0,0
00:35:24 Mar 07 2025,91,67,0,0,0
00:35:28 Mar 07 2025,92,67,0,0,0
00:35:32 Mar 07 2025,92,68,0,0,0
00:35:36 Mar 07 2025,92,69,0,0,0
00:35:40 Mar 07 2025,91,67,0,0,0
00:35:44 Mar 07 2025,91,63,0,0,0
00:35:48 Mar 07 2025,91,62,0,0,0
00:35:52 Mar 07 2025,91,62,0,0,0
00:35:56 Mar 07 2025,91,64,0,0,0
00:36:00 Mar 07 2025,90,67,0,0,0
00:36:04 Mar 07 2025,90,68,0,0,0
00:36:08 Mar 07 2025,90,68,0,0,0
00:36:12 Mar 07 2025,91,68,0,0,0
00:36:16 Mar 07 2025,91,68,0,0,0
00:36:20 Mar 07 2025,91,67,0,0,0
00:36:24 Mar 07 2025,91,66,0,0,0
00:36:28 Mar 07 2025,91,63,0,0,0
00:36:32 Mar 07 2025,92,63,0,0,0
00:36:36 Mar 07 2025,93,64,0,0,0
00:36:40 Mar 07 2025,92,64,0,0,0
00:36:44 Mar 07 2025,91,63,0,0,0
00:36:48 Mar 07 2025,91,62,0,0,0
00:36:52 Mar 07 2025,90,62,0,0,0
00:36:56 Mar 07 2025,90,61,0,0,0
00:37:00 Mar 07 2025,90,61,0,0,0
00:37:04 Mar 07 2025,91,66,0,0,0
00:37:08 Mar 07 2025,92,64,0,0,0
00:37:12 Mar 07 2025,92,63,0,0,0
00:37:16 Mar 07 2025,91,67,0,0,0
00:37:20 Mar 07 2025,91,70,0,0,0
00:37:24 Mar 07 2025,90,71,0,0,0
00:37:28 Mar 07 2025,90,71,0,0,0
00:37:32 Mar 07 2025,90,71,0,0,0
00:37:36 Mar 07 2025,90,72,0,0,0
00:37:40 Mar 07 2025,90,74,0,0,0
00:37:44 Mar 07 2025,90,74,0,0,0
00:37:48 Mar 07 2025,91,73,0,0,0
00:37:52 Mar 07 2025,92,72,0,0,0
00:37:56 Mar 07 2025,92,73,0,0,0
00:38:00 Mar 07 2025,91,73,0,0,0
00:38:04 Mar 07 2025,91,71,0,0,0
00:38:08 Mar 07 2025,91,72,0,0,0
00:38:12 Mar 07 2025,91,73,0,0,0
00:38:16 Mar 07 2025,91,73,0,0,0
00:38:20 Mar 07 2025,91,73,0,0,0
00:38:24 Mar 07 2025,91,71,0,0,0
00:38:28 Mar 07 2025,91,71,0,0,0
00:38:32 Mar 07 2025,91,71,0,0,0
00:38:36 Mar 07 2025,91,69,0,0,0
00:38:40 Mar 07 2025,91,66,0,0,0
00:38:44 Mar 07 2025,92,62,0,0,0
00:38:48 Mar 07 2025,94,57,0,0,0
00:38:52 Mar 07 2025,93,57,0,0,0
00:38:56 Mar 07 2025,91,58,0,0,0
00:39:00 Mar 07 2025,90,59,0,0,0
00:39:04 Mar 07 2025,90,60,0,0,0
00:39:08 Mar 07 2025,90,59,0,0,0
00:39:12 Mar 07 2025,90,60,0,0,0
00:39:16 Mar 07 2025,90,61,0,0,0
00:39:20 Mar 07 2025,90,62,0,0,0
00:39:24 Mar 07 2025,91,62,0,0,0
00:39:28 Mar 07 2025,93,66,0,0,0
00:39:32 Mar 07 2025,94,67,0,0,0
00:39:36 Mar 07 2025,93,65,0,0,0
00:39:40 Mar 07 2025,91,67,0,0,0
00:39:44 Mar 07 2025,92,68,0,0,0
00:39:48 Mar 07 2025,94,68,0,0,0
00:39:52 Mar 07 2025,93,70,0,0,0
00:39:56 Mar 07 2025,92,72,0,0,0
00:40:00 Mar 07 2025,91,73,0,0,0
00:40:04 Mar 07 2025,91,73,0,0,0
00:40:08 Mar 07 2025,92,71,0,0,0
00:40:12 Mar 07 2025,92,72,0,0,0
00:40:16 Mar 07 2025,93,68,0,0,0
00:40:20 Mar 07 2025,93,66,0,0,0
00:40:24 Mar 07 2025,93,69,0,0,0
00:40:28 Mar 07 2025,92,70,0,0,0
00:40:32 Mar 07 2025,91,72,0,0,0
00:40:36 Mar 07 2025,92,74,0,0,0
00:40:40 Mar 07 2025,92,72,0,0,0
00:40:44 Mar 07 2025,92,71,0,0,0
00:40:48 Mar 07 2025,92,71,0,0,0
00:40:52 Mar 07 2025,94,68,0,0,0
00:40:56 Mar 07 2025,94,67,0,0,0
00:41:00 Mar 07 2025,93,66,0,0,0
00:41:04 Mar 07 2025,93,65,0,0,0
00:41:08 Mar 07 2025,92,64,0,0,0
00:41:12 Mar 07 2025,92,65,0,0,0
00:41:16 Mar 07 2025,92,68,0,0,0
00:41:20 Mar 07 2025,92,69,0,0,0
00:41:24 Mar 07 2025,93,66,0,0,0
00:41:28 Mar 07 2025,93,67,0,0,0
00:41:32 Mar 07 2025,92,68,0,0,0
00:41:36 Mar 07 2025,92,68,0,0,0
00:41:40 Mar 07 2025,92,67,0,0,0
00:41:44 Mar 07 2025,92,68,0,0,0
00:41:48 Mar 07 2025,91,71,0,0,0
00:41:52 Mar 07 2025,91,71,0,0,0
00:41:56 Mar 07 2025,91,71,0,0,0
00:42:00 Mar 07 2025,91,73,0,0,0
00:42:04 Mar 07 2025,91,74,0,0,0
00:42:08 Mar 07 2025,92,76,0,0,0
00:42:12 Mar 07 2025,91,74,0,0,0
00:42:16 Mar 07 2025,91,69,0,0,0
00:42:20 Mar 07 2025,92,64,0,0,0
00:42:24 Mar 07 2025,93,64,0,0,0
00:42:28 Mar 07 2025,92,65,0,0,0
00:42:32 Mar 07 2025,91,69,0,0,0
00:42:36 Mar 07 2025,91,67,0,0,0
00:42:40 Mar 07 2025,91,65,0,0,0
00:42:44 Mar 07 2025,91,67,0,0,0
00:42:48 Mar 07 2025,92,68,0,0,0
00:42:52 Mar 07 2025,94,65,0,0,0
00:42:56 Mar 07 2025,93,63,0,0,0
00:43:00 Mar 07 2025,94,65,0,0,0
00:43:04 Mar 07 2025,92,67,0,0,0
00:43:08 Mar 07 2025,92,69,0,0,0
00:43:12 Mar 07 2025,92,72,0,0,0
00:43:16 Mar 07 2025,92,72,0,0,0
00:43:20 Mar 07 2025,92,72,0,0,0
00:43:24 Mar 07 2025,93,71,0,0,0
00:43:28 Mar 07 2025,96,71,0,0,0
00:43:32 Mar 07 2025,96,67,0,0,0
00:43:36 Mar 07 2025,93,65,0,0,0
00:43:40 Mar 07 2025,93,62,0,0,0
00:43:44 Mar 07 2025,93,62,0,0,0
00:43:48 Mar 07 2025,94,63,0,0,0
00:43:52 Mar 07 2025,93,64,0,0,0
00:43:56 Mar 07 2025,92,65,0,0,0
00:44:00 Mar 07 2025,91,65,0,0,0
00:44:04 Mar 07 2025,90,67,0,0,0
00:44:08 Mar 07 2025,90,68,0,0,0
00:44:12 Mar 07 2025,91,68,0,0,0
00:44:16 Mar 07 2025,91,69,0,0,0
00:44:20 Mar 07 2025,92,66,0,0,0
00:44:24 Mar 07 2025,94,65,0,0,0
00:44:28 Mar 07 2025,94,64,0,0,0
00:44:32 Mar 07 2025,94,64,0,0,0
00:44:36 Mar 07 2025,92,67,0,0,0
00:44:40 Mar 07 2025,91,67,0,0,0
00:44:44 Mar 07 2025,90,65,0,0,0
00:44:48 Mar 07 2025,90,64,0,0,0
00:44:52 Mar 07 2025,90,66,0,0,0
00:44:56 Mar 07 2025,91,67,0,0,0
00:45:00 Mar 07 2025,90,68,0,0,0
00:45:04 Mar 07 2025,90,67,0,0,0
00:45:08 Mar 07 2025,91,64,0,0,0
00:45:12 Mar 07 2025,90,62,0,0,0
00:45:16 Mar 07 2025,90,58,0,0,0
00:45:20 Mar 07 2025,91,56,0,0,0
00:45:24 Mar 07 2025,91,56,0,0,0
00:45:28 Mar 07 2025,91,57,0,0,0
00:45:32 Mar 07 2025,91,57,0,0,0
00:45:36 Mar 07 2025,90,61,0,0,0
00:45:40 Mar 07 2025,89,60,0,0,0
00:45:44 Mar 07 2025,88,64,0,0,0
00:45:48 Mar 07 2025,88,64,0,0,0
00:45:52 Mar 07 2025,88,64,0,0,0
00:45:56 Mar 07 2025,89,63,0,0,0
00:46:00 Mar 07 2025,91,64,0,0,0
00:46:04 Mar 07 2025,91,62,0,0,0
00:46:08 Mar 07 2025,92,63,0,0,0
00:46:12 Mar 07 2025,96,63,0,0,0
00:46:16 Mar 07 2025,96,64,0,0,0
00:46:20 Mar 07 2025,92,66,0,0,0
00:46:24 Mar 07 2025,93,65,0,0,0
00:46:28 Mar 07 2025,94,63,0,0,0
00:46:32 Mar 07 2025,94,62,0,0,0
00:46:36 Mar 07 2025,92,61,0,0,0
00:46:40 Mar 07 2025,91,61,0,0,0
00:46:44 Mar 07 2025,91,61,0,0,0
00:46:48 Mar 07 2025,91,61,0,0,0
00:46:52 Mar 07 2025,92,61,0,0,0
00:46:56 Mar 07 2025,93,64,0,0,0
00:47:00 Mar 07 2025,92,65,0,0,0
00:47:04 Mar 07 2025,93,61,0,0,0
00:47:08 Mar 07 2025,95,62,0,0,0
00:47:12 Mar 07 2025,94,65,0,0,0
00:47:16 Mar 07 2025,94,65,0,0,0
00:47:20 Mar 07 2025,94,64,0,0,0
00:47:24 Mar 07 2025,94,63,0,0,0
00:47:28 Mar 07 2025,94,64,0,0,0
00:47:32 Mar 07 2025,90,67,0,0,0
00:47:36 Mar 07 2025,90,67,0,0,0
00:47:40 Mar 07 2025,91,62,0,0,0
00:47:44 Mar 07 2025,92,62,0,0,0
00:47:48 Mar 07 2025,93,65,0,0,0
00:47:52 Mar 07 2025,93,64,0,0,0
00:47:56 Mar 07 2025,92,65,0,0,0
00:48:00 Mar 07 2025,95,67,0,0,0
00:48:04 Mar 07 2025,95,68,0,0,0
00:48:08 Mar 07 2025,94,67,0,0,0
00:48:12 Mar 07 2025,93,66,0,0,0
00:48:16 Mar 07 2025,92,64,0,0,0
00:48:20 Mar 07 2025,90,65,0,0,0
00:48:24 Mar 07 2025,90,66,0,0,0
00:48:28 Mar 07 2025,90,66,0,0,0
00:48:32 Mar 07 2025,89,66,0,0,0
00:48:36 Mar 07 2025,89,65,0,0,0
00:48:40 Mar 07 2025,90,61,0,0,0
00:48:44 Mar 07 2025,90,60,0,0,0
00:48:48 Mar 07 2025,90,63,0,0,0
00:48:52 Mar 07 2025,90,64,0,0,0
00:48:56 Mar 07 2025,90,63,0,0,0
00:49:00 Mar 07 2025,90,62,0,0,0
00:49:04 Mar 07 2025,90,61,0,0,0
00:49:08 Mar 07 2025,90,63,0,0,0
00:49:12 Mar 07 2025,90,66,0,0,0
00:49:16 Mar 07 2025,90,65,0,0,0
00:49:20 Mar 07 2025,91,65,0,0,0
00:49:24 Mar 07 2025,91,65,0,0,0
00:49:28 Mar 07 2025,90,67,0,0,0
00:49:32 Mar 07 2025,91,68,0,0,0
00:49:36 Mar 07 2025,91,67,0,0,0
00:49:40 Mar 07 2025,91,66,0,0,0
00:49:44 Mar 07 2025,91,65,0,0,0
00:49:48 Mar 07 2025,91,66,0,0,0
00:49:52 Mar 07 2025,91,66,0,0,0
00:49:56 Mar 07 2025,91,68,0,0,0
00:50:00 Mar 07 2025,91,68,0,0,0
00:50:04 Mar 07 2025,91,67,0,0,0
00:50:08 Mar 07 2025,91,68,0,0,0
00:50:12 Mar 07 2025,91,70,0,0,0
00:50:16 Mar 07 2025,91,71,0,0,0
00:50:20 Mar 07 2025,92,70,0,0,0
00:50:24 Mar 07 2025,93,67,0,0,0
00:50:28 Mar 07 2025,92,64,0,0,0
00:50:32 Mar 07 2025,92,64,0,0,0
00:50:36 Mar 07 2025,92,65,0,0,0
00:50:40 Mar 07 2025,91,64,0,0,0
00:50:44 Mar 07 2025,90,64,0,0,0
00:50:48 Mar 07 2025,90,63,0,0,0
00:50:52 Mar 07 2025,90,63,0,0,0
00:50:56 Mar 07 2025,90,65,0,0,0
00:51:00 Mar 07 2025,90,64,0,0,0
00:51:04 Mar 07 2025,90,65,0,0,0
00:51:08 Mar 07 2025,90,66,0,0,0
00:51:12 Mar 07 2025,90,67,0,0,0
00:51:16 Mar 07 2025,90,68,0,0,0
00:51:20 Mar 07 2025,91,67,0,0,0
00:51:24 Mar 07 2025,92,66,0,0,0
00:51:28 Mar 07 2025,93,66,0,0,0
00:51:32 Mar 07 2025,93,67,0,0,0
00:51:36 Mar 07 2025,92,66,0,0,0
00:51:40 Mar 07 2025,92,65,0,0,0
00:51:44 Mar 07 2025,93,67,0,0,0
00:51:48 Mar 07 2025,92,66,0,0,0
00:51:52 Mar 07 2025,91,66,0,0,0
00:51:56 Mar 07 2025,91,67,0,0,0
00:52:00 Mar 07 2025,93,66,0,0,0
00:52:04 Mar 07 2025,93,65,0,0,0
00:52:08 Mar 07 2025,92,64,0,0,0
00:52:12 Mar 07 2025,91,65,0,0,0
00:52:16 Mar 07 2025,91,66,0,0,0
00:52:20 Mar 07 2025,91,66,0,0,0
00:52:24 Mar 07 2025,91,68,0,0,0
00:52:28 Mar 07 2025,91,68,0,0,0
00:52:32 Mar 07 2025,92,66,0,0,0
00:52:36 Mar 07 2025,92,65,0,0,0
00:52:40 Mar 07 2025,92,64,7,0,0
00:52:44 Mar 07 2025,92,64,22,0,0
00:52:48 Mar 07 2025,92,65,22,0,0
00:52:52 Mar 07 2025,94,69,0,0,0
00:52:56 Mar 07 2025,97,75,0,0,0
00:53:00 Mar 07 2025,98,74,0,0,0
00:53:04 Mar 07 2025,97,72,0,0,0
00:53:08 Mar 07 2025,93,72,0,0,0
00:53:12 Mar 07 2025,91,71,0,0,0
00:53:16 Mar 07 2025,90,70,0,0,0
00:53:20 Mar 07 2025,90,69,0,0,0
00:53:24 Mar 07 2025,89,67,0,0,0
00:53:28 Mar 07 2025,90,68,0,0,0
00:53:32 Mar 07 2025,95,70,0,0,0
00:53:36 Mar 07 2025,96,70,0,0,0
00:53:40 Mar 07 2025,96,70,0,0,0
00:53:44 Mar 07 2025,95,72,0,0,0
00:53:48 Mar 07 2025,94,72,2,0,0
00:53:52 Mar 07 2025,91,75,0,0,0
00:53:56 Mar 07 2025,92,73,0,0,0
00:54:00 Mar 07 2025,92,70,0,0,0
00:54:04 Mar 07 2025,92,67,0,0,0
00:54:08 Mar 07 2025,92,63,0,0,0
00:54:12 Mar 07 2025,92,64,0,0,0
00:54:16 Mar 07 2025,92,64,0,0,0
00:54:20 Mar 07 2025,93,65,0,0,0
00:54:24 Mar 07 2025,92,66,0,0,0
00:54:28 Mar 07 2025,92,66,0,0,0
00:54:32 Mar 07 2025,92,69,0,0,0
00:54:36 Mar 07 2025,91,67,0,0,0
00:54:40 Mar 07 2025,91,65,0,0,0
00:54:44 Mar 07 2025,91,65,0,0,0
00:54:48 Mar 07 2025,91,66,1,0,0
00:54:52 Mar 07 2025,91,68,0,0,0
00:54:56 Mar 07 2025,92,68,0,0,0
00:55:00 Mar 07 2025,93,67,0,0,0
00:55:04 Mar 07 2025,93,64,0,0,0
00:55:08 Mar 07 2025,93,63,0,0,0
